feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
MACCS114,0.00712,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS121,0.80933,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS124,-0.31668,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS125,-0.22845,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS126,0.39619,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS127,-0.35075,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS131,0.21044,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS133,0.24833,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS137,-0.50803,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS139,0.40495,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS141,0.20982,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS142,-0.49563,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS143,-0.35075,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS144,0.11422,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS147,0.12983,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS152,0.75229,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS154,-0.1284,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS157,-0.46016,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS158,0.44361,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS159,0.45194,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS161,0.08902,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS165,-0.42125,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
chem_mw,-0.45332,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
chem_ws,-0.12283,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
chem_rdkit_clogp,-0.52004,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
intercept,0.57908,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
result_conc1_type_F,0.17277,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
result_conc1_type_T,-0.79184,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
test_exposure_type_NR,-0.05069,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
test_exposure_type_R,0.23962,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
test_exposure_type_S,0.0793,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
result_obs_duration_mean,-0.21467,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS019,-0.8037,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS021,1.2925,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS022,-0.98946,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS023,-1.36537,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS025,-0.16444,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS028,-1.16051,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS031,-1.07073,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS032,-0.95808,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS033,-0.00994,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS034,0.16922,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS035,-0.2784,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS036,0.0563,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS038,-0.15413,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS041,-0.37473,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS042,0.36894,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS043,-0.27351,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS044,-0.2784,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS047,0.20662,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS048,0.06384,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS049,-0.96318,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS050,0.25872,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS051,1.54753,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS052,0.31711,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS053,-0.60899,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS054,0.31503,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS057,0.32702,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS059,0.89257,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS060,-0.47134,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS061,-0.47134,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS062,0.45992,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS065,-0.61345,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS066,0.19217,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS067,1.20954,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS069,0.39505,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS071,0.32303,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS072,0.00135,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS073,-0.59621,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS074,-0.30368,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS075,0.01435,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS077,0.75434,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS078,-0.30293,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS079,-0.21206,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS081,-1.22788,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS083,-0.865,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS084,-0.34155,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS085,0.8036,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS087,0.23598,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS088,0.7933,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS089,0.17599,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS091,0.04378,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS093,-0.48411,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS094,0.49924,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS096,0.55281,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS097,0.2387,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS098,0.25863,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS099,-0.90966,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS100,-0.1919,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS101,-0.5453,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS102,-0.30834,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS103,-0.31175,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS104,0.57312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS105,0.51756,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS106,0.18824,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS107,-0.60494,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS108,-0.233,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS109,0.15065,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS110,0.62599,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS111,-0.58556,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS112,-0.12181,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS113,-0.30825,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS114,-0.17206,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS115,0.19959,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS116,0.39003,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS121,1.18202,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS122,-0.57813,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS123,0.47969,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS124,-0.4125,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS125,-0.16974,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS126,0.45693,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS127,-0.27226,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS128,-0.20152,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS129,0.15907,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS130,-0.06169,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS131,0.18868,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS132,-0.45289,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS133,0.34162,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS134,0.49044,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS136,-0.57435,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS137,-0.55104,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS138,0.04398,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS139,0.27606,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS140,0.28135,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS141,0.0527,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS142,-0.49656,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS143,-0.27226,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS144,0.20166,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS147,0.15347,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS149,0.10787,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS150,-0.07691,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS151,-0.20795,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS152,0.89275,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS153,-0.22164,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS154,-0.50514,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS155,0.14081,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS157,-0.64311,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS158,0.69131,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS159,0.43739,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS160,0.01301,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS163,-0.03534,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS164,0.33146,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS165,-0.54199,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
MACCS166,1.02555,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
chem_mw,-0.31809,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
chem_mp,0.05004,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
chem_ws,-0.10658,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
chem_rdkit_clogp,-0.64694,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,totallyrandom,0.001,trainvalid
intercept,0.50126,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
result_conc1_type_F,0.24439,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
test_exposure_type_R,0.19665,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
result_obs_duration_mean,-0.24236,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS019,-0.46829,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS021,1.16352,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS022,-1.18953,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS023,-0.83678,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS028,-1.13342,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS034,-0.35438,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS036,-0.24295,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS041,-0.39863,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS042,0.37256,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS047,0.3194,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS049,-0.22361,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS051,0.69895,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS053,-0.6917,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS057,0.4535,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS062,0.731,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS067,0.19139,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS069,0.67783,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS070,-0.2662,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS072,0.23215,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS074,-0.22312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS076,-0.45229,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS077,0.62241,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS079,-0.13981,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS083,-0.90173,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS085,0.32663,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS091,0.14088,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS092,0.02192,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS093,-0.13963,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS096,0.51761,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS099,-0.30062,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS100,0.04298,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS102,-0.27613,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS103,-0.24926,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS104,0.52253,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS106,-0.16697,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS109,0.22002,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS110,0.31182,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS111,-0.6814,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS114,0.01185,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS121,0.80735,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS124,-0.32312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS125,-0.22521,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS126,0.38215,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
MACCS127,-0.35556,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,mass,occurrence,0.00631,trainvalid
