feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
chem_mordred_C2SP3,4.17808,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_C4SP3,0.23938,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NsCH3,0.62622,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NdsCH,-6.17605,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NssNH,-2.79537,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NaaN,1.61154,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NsssN,-2.26388,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_NaasN,0.23436,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nHBAcc,-4.90258,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nHBDon,-8.81644,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n5HRing,-0.50966,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n6HRing,-0.04661,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n7HRing,0.68621,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n5aHRing,-3.91682,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n7AHRing,0.68621,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nFRing,-0.01719,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n7FRing,0.12343,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n10FHRing,3.1152,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nG12FHRing,0.68312,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n10FaRing,0.38545,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nG12FaRing,-1.67482,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nFaHRing,-1.71508,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n10FaHRing,-3.09108,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nG12FaHRing,0.59548,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nFARing,-0.64349,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n7FARing,0.12343,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n10FARing,-0.77584,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n12FARing,-1.06589,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nG12FARing,0.31013,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nFAHRing,0.17643,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n9FAHRing,0.20686,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_n12FAHRing,-0.58973,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_nRot,2.85466,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ABCGG,1.81502,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS2dv,2.11754,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS3dv,-0.59233,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4dv,0.30221,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5dv,-0.3904,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS6dv,-0.16791,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7dv,0.57102,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8dv,-0.5544,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS0d,2.98271,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS1d,-17.40835,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS3d,6.14121,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4d,-2.7265,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7d,0.38023,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8d,1.72584,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS1Z,8.10869,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4Z,-0.68888,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5Z,-0.10662,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS0m,-1.02569,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS1m,-14.30494,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS2m,0.6392,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4m,1.51632,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5m,0.4557,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS6m,-1.18499,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7m,-0.08703,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8m,0.2149,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS2v,4.26365,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5v,-4.1387,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS6v,3.77984,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8v,-0.74737,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4pe,-5.37598,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5pe,1.98747,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7pe,-2.55191,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS2p,-4.64069,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS3p,-0.89792,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4p,1.08379,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS6p,1.93903,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7p,-0.59497,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8p,-0.43537,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS3i,1.21654,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS4i,2.56613,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS5i,0.53685,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS6i,-0.92977,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS7i,0.49754,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATS8i,-0.68974,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATS0dv,-0.53873,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATS0d,-0.85192,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATS0pe,0.27161,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC0dv,0.45047,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1dv,-0.8774,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2dv,-0.31189,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3dv,0.22172,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4dv,0.0491,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5dv,-0.10868,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6dv,0.03501,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7dv,0.07437,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8dv,0.16589,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1d,0.16335,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3d,0.57259,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4d,-0.12268,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5d,0.27686,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6d,0.34791,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7d,0.0342,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8d,0.10918,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC0Z,0.29636,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1Z,-3.05677,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3Z,0.51261,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4Z,-0.07744,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6Z,0.6253,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7Z,0.14308,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8Z,-0.86966,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1m,3.65564,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2m,0.20704,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5m,-0.24598,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8m,1.089,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC0v,-0.19504,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1v,-0.27174,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2v,-0.31774,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3v,-0.5179,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4v,-0.25668,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5v,-0.12597,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6v,-0.49939,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7v,-0.15135,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8v,-0.29455,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC0pe,0.8077,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1pe,0.07946,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2pe,-0.43199,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3pe,-0.03675,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4pe,-0.21098,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5pe,0.2123,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7pe,-0.21614,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8pe,-0.01798,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC1p,-0.06863,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2p,0.0907,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3p,0.11467,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4p,-0.0646,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5p,0.16128,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6p,0.11382,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7p,-0.03702,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8p,0.10702,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC0i,-0.56969,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC2i,0.09994,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC3i,-0.04835,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC4i,0.18728,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC5i,-0.15497,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC6i,0.03552,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC7i,0.00931,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_ATSC8i,0.01991,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0dv,0.25714,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0Z,-3.29348,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0m,2.95864,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0v,0.58351,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0pe,-0.0565,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_AATSC0i,0.18942,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_BalabanJ,0.12122,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_BertzCT,-0.48425,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_FCSP3,-0.44757,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-3d,-0.5978,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-6d,-0.50772,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-3dv,0.41912,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-4dv,0.64415,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-5dv,-0.57525,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-6dv,0.92471,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xch-7dv,-0.38492,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-5d,-0.4685,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-6d,0.13994,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-3dv,-0.13227,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-4dv,-0.00873,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-5dv,-0.74361,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xc-6dv,0.2444,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xpc-4d,4.90273,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xpc-6d,2.80627,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xpc-4dv,-0.42166,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xp-1d,-2.65828,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
chem_mordred_Xp-3d,-1.11604,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,totallyrandom,0.00016,trainvalid
